FID,BNAME,BCAMPUS,BSIZE,BUNITS,BHOTEL,STORIES,YEARBLT,COMMENTS,BTYPE,BUSE,OWNERSHIP,GF_RETAIL
18182, , ,1102,1,0,2,1956, ,Townhouse or row house,Residential, , 
18183, , ,1064,1,0,2,1942, ,Townhouse or row house,Residential, , 
18184, , ,832,1,0,2,1943, ,Townhouse or row house,Residential, , 
18185, , ,2540,1,0,4,1989, ,Townhouse or row house,Residential, , 
18186, , ,1102,1,0,2,1956, ,Townhouse or row house,Residential, , 
18187, , ,832,1,0,2,1943, ,Townhouse or row house,Residential, , 
18188, , ,850,1,0,2,1940, ,Townhouse or row house,Residential, , 
18189, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18190, , ,1999,1,0,3,1989, ,Townhouse or row house,Residential, , 
18191, , ,832,1,0,2,1943, ,Townhouse or row house,Residential, , 
18192, , ,1102,1,0,2,1956, ,Townhouse or row house,Residential, , 
18193, , ,850,1,0,2,1940, ,Townhouse or row house,Residential, , 
18194, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18195, , ,832,1,0,2,1943, ,Townhouse or row house,Residential, , 
18196, , ,850,1,0,2,1940, ,Townhouse or row house,Residential, , 
18197, , ,1102,1,0,2,1952, ,Townhouse or row house,Residential, , 
18198, , ,832,1,0,2,1943, ,Townhouse or row house,Residential, , 
18199, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18200, , ,2208,1,0,3,1994, ,Townhouse or row house,Residential, , 
18201, , ,850,1,0,2,1940, ,Townhouse or row house,Residential, , 
18202, , ,1102,1,0,2,1952, ,Townhouse or row house,Residential, , 
18203, , ,1940,1,0,3,1994, ,Townhouse or row house,Residential, , 
18204, , ,1960,1,0,3,1994, ,Townhouse or row house,Residential, , 
18205, , ,1010,1,0,2,1940, ,Townhouse or row house,Residential, , 
18206, , ,1102,1,0,2,1952, ,Townhouse or row house,Residential, , 
18207, , ,832,1,0,2,1943, ,Townhouse or row house,Residential, , 
18208, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18209, , ,1940,1,0,3,1994, ,Townhouse or row house,Residential, , 
18210, , ,832,1,0,2,1943, ,Townhouse or row house,Residential, , 
18211, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18212, , ,1071,1,0,2,1940, ,Townhouse or row house,Residential, , 
18213, , ,2208,1,0,3,1994, ,Townhouse or row house,Residential, , 
18214, , ,1102,1,0,2,1952, ,Townhouse or row house,Residential, , 
18215, , ,832,1,0,2,1943, ,Townhouse or row house,Residential, , 
18216, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18217, , ,850,1,0,2,1940, ,Townhouse or row house,Residential, , 
18218, , ,1102,1,0,2,1952, ,Townhouse or row house,Residential, , 
18219, , ,832,1,0,2,1943, ,Townhouse or row house,Residential, , 
18220, , ,1999,1,0,3,1989, ,Townhouse or row house,Residential, , 
18221, , ,850,1,0,2,1940, ,Townhouse or row house,Residential, , 
18222, , ,1102,1,0,2,1952, ,Townhouse or row house,Residential, , 
18223, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18224, , ,1008,1,0,2,1982, ,Townhouse or row house,Residential, , 
18225, , ,850,1,0,2,1940, ,Townhouse or row house,Residential, , 
18226, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18227, , ,1102,1,0,2,1952, ,Townhouse or row house,Residential, , 
18228, , ,1008,1,0,2,1982, ,Townhouse or row house,Residential, , 
18229, , ,850,1,0,2,1940, ,Townhouse or row house,Residential, , 
18230, , ,2540,1,0,4,1989, ,Townhouse or row house,Residential, , 
18231, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18232, , ,850,1,0,2,1940, ,Townhouse or row house,Residential, , 
18233, , ,1102,1,0,2,1952, ,Townhouse or row house,Residential, , 
18234, , ,1008,1,0,2,1982, ,Townhouse or row house,Residential, , 
18235, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18236, , ,2132,1,0,3,1989, ,Townhouse or row house,Residential, , 
18237, , ,1102,1,0,2,1952, ,Townhouse or row house,Residential, , 
18238, , ,1008,1,0,2,1982, ,Townhouse or row house,Residential, , 
18239, , ,850,1,0,2,1940, ,Townhouse or row house,Residential, , 
18240, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18241, , ,1102,1,0,2,1952, ,Townhouse or row house,Residential, , 
18242, , ,1008,1,0,2,1982, ,Townhouse or row house,Residential, , 
18243, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18244, , ,1280,1,0,2,1973, ,Townhouse or row house,Residential, , 
18245, , ,1102,1,0,2,1952, ,Townhouse or row house,Residential, , 
18246, , ,2132,1,0,3,1989, ,Townhouse or row house,Residential, , 
18247, , ,981,1,0,2,1941, ,Townhouse or row house,Residential, , 
18248, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18249, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18250, , ,1280,1,0,2,1973, ,Townhouse or row house,Residential, , 
18251, , ,2540,1,0,4,1989, ,Townhouse or row house,Residential, , 
18252, , ,864,1,0,2,1941, ,Townhouse or row house,Residential, , 
18253, , ,1188,1,0,2,1940, ,Townhouse or row house,Residential, , 
18254, , ,1273,1,0,2,1920, ,Townhouse or row house,Residential, , 
18255, , ,864,1,0,2,1941, ,Townhouse or row house,Residential, , 
18256, , ,1102,1,0,2,1952, ,Townhouse or row house,Residential, , 
18257, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18258, , ,1999,1,0,3,1989, ,Townhouse or row house,Residential, , 
18259, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18260, , ,1188,1,0,2,1940, ,Townhouse or row house,Residential, , 
18261, , ,864,1,0,2,1941, ,Townhouse or row house,Residential, , 
18262, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18263, , ,1102,1,0,2,1952, ,Townhouse or row house,Residential, , 
18264, , ,1188,1,0,2,1940, ,Townhouse or row house,Residential, , 
18265, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18266, , ,864,1,0,2,1941, ,Townhouse or row house,Residential, , 
18267, , ,2080,1,0,3,1991, ,Townhouse or row house,Residential, , 
18268, , ,1188,1,0,2,1940, ,Townhouse or row house,Residential, , 
18269, , ,1102,1,0,2,1952, ,Townhouse or row house,Residential, , 
18270, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18271, , ,976,1,0,2,1941, ,Townhouse or row house,Residential, , 
18272, , ,1102,1,0,2,1952, ,Townhouse or row house,Residential, , 
18273, , ,1188,1,0,2,1940, ,Townhouse or row house,Residential, , 
18274, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18275, , ,864,1,0,2,1941, ,Townhouse or row house,Residential, , 
18276, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18277, , ,1102,1,0,2,1952, ,Townhouse or row house,Residential, , 
18278, , ,2080,1,0,3,1991, ,Townhouse or row house,Residential, , 
18279, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18280, , ,1102,1,0,2,1952, ,Townhouse or row house,Residential, , 
18281, , ,1188,1,0,2,1940, ,Townhouse or row house,Residential, , 
18282, , ,864,1,0,2,1941, ,Townhouse or row house,Residential, , 
18283, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18284, , ,2045,1,0,3,1991, ,Townhouse or row house,Residential, , 
18285, , ,864,1,0,2,1941, ,Townhouse or row house,Residential, , 
18286, , ,1102,1,0,2,1956, ,Townhouse or row house,Residential, , 
18287, , ,1273,1,0,2,1940, ,Townhouse or row house,Residential, , 
18288, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18289, , ,864,1,0,2,1941, ,Townhouse or row house,Residential, , 
18290, , ,1102,1,0,2,1956, ,Townhouse or row house,Residential, , 
18291, , ,2045,1,0,3,1991, ,Townhouse or row house,Residential, , 
18292, , ,864,1,0,2,1941, ,Townhouse or row house,Residential, , 
18293, , ,1102,1,0,2,1956, ,Townhouse or row house,Residential, , 
18294, , ,1724,1,0,3,1989, ,Townhouse or row house,Residential, , 
18295, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18296, , ,1102,1,0,2,1956, ,Townhouse or row house,Residential, , 
18297, , ,2045,1,0,3,1991, ,Townhouse or row house,Residential, , 
18298, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18299, , ,1724,1,0,3,1989, ,Townhouse or row house,Residential, , 
18300, , ,864,1,0,2,1941, ,Townhouse or row house,Residential, , 
18301, , ,1102,2,0,2,1956, ,Townhouse or row house,Residential, , 
18302, , ,1102,1,0,2,1956, ,Townhouse or row house,Residential, , 
18303, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18304, , ,1724,1,0,3,1989, ,Townhouse or row house,Residential, , 
18305, , ,864,1,0,2,1941, ,Townhouse or row house,Residential, , 
18306, , ,2045,1,0,3,1991, ,Townhouse or row house,Residential, , 
18307, , ,1102,1,0,2,1956, ,Townhouse or row house,Residential, , 
18308, , ,864,1,0,2,1940, ,Townhouse or row house,Residential, , 
18309, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18310, , ,1724,1,0,3,1989, ,Townhouse or row house,Residential, , 
18311, , ,1102,1,0,2,1956, ,Townhouse or row house,Residential, , 
18312, , ,2080,1,0,3,1991, ,Townhouse or row house,Residential, , 
18313, , ,1400,1,0,2,1970, ,Townhouse or row house,Residential, , 
18314, , ,864,1,0,2,1940, ,Townhouse or row house,Residential, , 
18315, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18316, , ,1102,1,0,2,1956, ,Townhouse or row house,Residential, , 
18317, , ,2080,1,0,3,1991, ,Townhouse or row house,Residential, , 
18318, , ,1102,1,0,2,1956, ,Townhouse or row house,Residential, , 
18319, , ,1400,1,0,2,1970, ,Townhouse or row house,Residential, , 
18320, , ,864,1,0,2,1940, ,Townhouse or row house,Residential, , 
18321, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18322, , ,1400,1,0,2,1970, ,Townhouse or row house,Residential, , 
18323, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18324, , ,1102,1,0,2,1956, ,Townhouse or row house,Residential, , 
18325, , ,864,1,0,2,1940, ,Townhouse or row house,Residential, , 
18326, , ,2080,1,0,3,1991, ,Townhouse or row house,Residential, , 
18327, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18328, , ,1102,1,0,2,1956, ,Townhouse or row house,Residential, , 
18329, , ,864,1,0,2,1940, ,Townhouse or row house,Residential, , 
18330, , ,1400,1,0,2,1970, ,Townhouse or row house,Residential, , 
18331, , ,2045,1,0,3,1991, ,Townhouse or row house,Residential, , 
18332, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18333, , ,1102,1,0,2,1956, ,Townhouse or row house,Residential, , 
18334, , ,864,1,0,2,1940, ,Townhouse or row house,Residential, , 
18335, , ,1400,1,0,2,1970, ,Townhouse or row house,Residential, , 
18336, , ,2080,1,0,3,1991, ,Townhouse or row house,Residential, , 
18337, , ,1102,1,0,2,1956, ,Townhouse or row house,Residential, , 
18338, , ,864,1,0,2,1940, ,Townhouse or row house,Residential, , 
18339, , ,1102,2,0,2,1955, ,Townhouse or row house,Residential, , 
18340, , ,1400,1,0,2,1970, ,Townhouse or row house,Residential, , 
18341, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18342, , ,864,1,0,2,1940, ,Townhouse or row house,Residential, , 
18343, , ,1400,1,0,2,1970, ,Townhouse or row house,Residential, , 
18344, , ,1102,1,0,2,1956, ,Townhouse or row house,Residential, , 
18345, , ,1960,1,0,3,1991, ,Townhouse or row house,Residential, , 
18346, , ,1400,1,0,2,1970, ,Townhouse or row house,Residential, , 
18347, , ,864,1,0,2,1940, ,Townhouse or row house,Residential, , 
18348, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18349, , ,1102,1,0,2,1956, ,Townhouse or row house,Residential, , 
18350, , ,2045,1,0,3,1991, ,Townhouse or row house,Residential, , 
18351, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18352, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18353, , ,1880,1,0,3,2000, ,Townhouse or row house,Residential, , 
18354, , ,1400,1,0,2,1970, ,Townhouse or row house,Residential, , 
18355, , ,2132,1,0,3,1989, ,Townhouse or row house,Residential, , 
18356, , ,864,1,0,2,1940, ,Townhouse or row house,Residential, , 
18357, , ,1400,1,0,2,1970, ,Townhouse or row house,Residential, , 
18358, , ,864,1,0,2,1940, ,Townhouse or row house,Residential, , 
18359, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18360, , ,1864,1,0,3,2000, ,Townhouse or row house,Residential, , 
18361, , ,1400,1,0,2,1970, ,Townhouse or row house,Residential, , 
18362, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18363, , ,1999,1,0,3,1989, ,Townhouse or row house,Residential, , 
18364, , ,1840,1,0,3,2000, ,Townhouse or row house,Residential, , 
18365, , ,884,1,0,2,1940, ,Townhouse or row house,Residential, , 
18366, , ,1400,1,0,2,1970, ,Townhouse or row house,Residential, , 
18367, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18368, , ,2540,1,0,4,1989, ,Townhouse or row house,Residential, , 
18369, , ,2310,1,0,3,1974, ,Townhouse or row house,Residential, , 
18370, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18371, , ,1864,1,0,3,2000, ,Townhouse or row house,Residential, , 
18372, , ,864,1,0,2,1940, ,Townhouse or row house,Residential, , 
18373, , ,1653,1,0,3,1989, ,Townhouse or row house,Residential, , 
18374, , ,944,1,0,2,1940, ,Townhouse or row house,Residential, , 
18375, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18376, , ,2268,1,0,3,1974, ,Townhouse or row house,Residential, , 
18377, , ,1840,1,0,3,2000, ,Townhouse or row house,Residential, , 
18378, , ,864,1,0,2,1940, ,Townhouse or row house,Residential, , 
18379, , ,1999,1,0,3,1989, ,Townhouse or row house,Residential, , 
18380, , ,864,1,0,2,1940, ,Townhouse or row house,Residential, , 
18381, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18382, , ,2268,1,0,3,1974, ,Townhouse or row house,Residential, , 
18383, , ,1854,1,0,3,2000, ,Townhouse or row house,Residential, , 
18384, , ,2268,1,0,3,1974, ,Townhouse or row house,Residential, , 
18385, , ,864,1,0,2,1940, ,Townhouse or row house,Residential, , 
18386, , ,1102,1,0,2,1955, ,Townhouse or row house,Residential, , 
18387, , ,2132,1,0,3,1989, ,Townhouse or row house,Residential, , 
18388, , ,2268,1,0,3,1974, ,Townhouse or row house,Residential, , 
18389, , ,864,1,0,2,1940, ,Townhouse or row house,Residential, , 
18390, , ,1102,1,0,2,1956, ,Townhouse or row house,Residential, , 
18391, , ,1876,1,0,3,2000, ,Townhouse or row house,Residential, , 
18392, , ,864,1,0,2,1940, ,Townhouse or row house,Residential, , 
18393, , ,1102,1,0,2,1956, ,Townhouse or row house,Residential, , 
18394, , ,1880,1,0,3,2000, ,Townhouse or row house,Residential, , 
18395, , ,2268,1,0,3,1974, ,Townhouse or row house,Residential, , 
18396, , ,1900,1,0,2.5,1982, ,Townhouse or row house,Residential, , 
18397, , ,2274,1,0,3,1974, ,Townhouse or row house,Residential, , 
18398, , ,1840,1,0,3,2000, ,Townhouse or row house,Residential, , 
18399, , ,864,1,0,2,1940, ,Townhouse or row house,Residential, , 
18400, , ,1102,1,0,2,1956, ,Townhouse or row house,Residential, , 
18401, , ,1840,1,0,3,2000, ,Townhouse or row house,Residential, , 
18402, , ,864,1,0,2,1940, ,Townhouse or row house,Residential, , 
18403, , ,2310,1,0,3,1974, ,Townhouse or row house,Residential, , 
18404, , ,1102,1,0,2,1956, ,Townhouse or row house,Residential, , 
18405, , ,1876,1,0,3,2000, ,Townhouse or row house,Residential, , 
18406, , ,1710,1,0,2.5,1982, ,Townhouse or row house,Residential, , 
18407, , ,864,1,0,2,1942, ,Townhouse or row house,Residential, , 
18408, , ,2268,1,0,3,1974, ,Townhouse or row house,Residential, , 
18409, , ,1854,1,0,3,2000, ,Townhouse or row house,Residential, , 
18410, , ,1102,1,0,2,1956, ,Townhouse or row house,Residential, , 
18411, , ,1879,1,0,3,1974, ,Townhouse or row house,Residential, , 
18412, , ,864,1,0,2,1942, ,Townhouse or row house,Residential, , 
18413, , ,1102,1,0,2,1956, ,Townhouse or row house,Residential, , 
18414, , ,1854,1,0,3,2000, ,Townhouse or row house,Residential, , 
18415, , ,1921,1,0,3,1974, ,Townhouse or row house,Residential, , 
18416, , ,864,1,0,2,1942, ,Townhouse or row house,Residential, , 
18417, , ,1854,1,0,3,1999, ,Townhouse or row house,Residential, , 
18418, , ,1710,1,0,2.5,1982, ,Townhouse or row house,Residential, , 
18419, , ,1102,1,0,2,1956, ,Townhouse or row house,Residential, , 
18420, , ,1921,1,0,3,1974, ,Townhouse or row house,Residential, , 
18421, , ,864,1,0,2,1942, ,Townhouse or row house,Residential, , 
18422, , ,1864,1,0,3,1999, ,Townhouse or row house,Residential, , 
18423, , ,864,1,0,2,1942, ,Townhouse or row house,Residential, , 
18424, , ,1876,1,0,3,1999, ,Townhouse or row house,Residential, , 
18425, , ,1102,1,0,2,1956, ,Townhouse or row house,Residential, , 
18426, , ,2079,1,0,3,1974, ,Townhouse or row house,Residential, , 
18427, , ,1710,1,0,2.5,1982, ,Townhouse or row house,Residential, , 
18428, , ,1102,1,0,2,1956, ,Townhouse or row house,Residential, , 
18429, , ,864,1,0,2,1942, ,Townhouse or row house,Residential, , 
18430, , ,1876,1,0,3,1999, ,Townhouse or row house,Residential, , 
18431, , ,1879,1,0,3,1974, ,Townhouse or row house,Residential, , 
18432, , ,1710,1,0,2.5,1982, ,Townhouse or row house,Residential, , 
18433, , ,1102,1,0,2,1956, ,Townhouse or row house,Residential, , 
18434, , ,864,1,0,2,1942, ,Townhouse or row house,Residential, , 
18435, , ,1879,1,0,3,1974, ,Townhouse or row house,Residential, , 
18436, , ,1900,1,0,2.5,1982, ,Townhouse or row house,Residential, , 
18437, , ,1854,1,0,3,1999, ,Townhouse or row house,Residential, , 
18438, , ,1102,1,0,2,1956, ,Townhouse or row house,Residential, , 
18439, , ,1879,1,0,3,1974, ,Townhouse or row house,Residential, , 
18440, , ,864,1,0,2,1942, ,Townhouse or row house,Residential, , 
18441, , ,1102,1,0,2,1956, ,Townhouse or row house,Residential, , 
18442, , ,1840,1,0,3,1999, ,Townhouse or row house,Residential, , 
18443, , ,1879,1,0,3,1974, ,Townhouse or row house,Residential, , 
18444, , ,1104,1,0,2,1937, ,Townhouse or row house,Residential, , 
18445, , ,1710,1,0,2.5,1982, ,Townhouse or row house,Residential, , 
18446, , ,1102,1,0,2,1956, ,Townhouse or row house,Residential, , 
18447, , ,1650,1,0,3,1997, ,Townhouse or row house,Residential, , 
18448, , ,1921,1,0,3,1974, ,Townhouse or row house,Residential, , 
18449, , ,864,1,0,2,1937, ,Townhouse or row house,Residential, , 
18450, , ,1102,1,0,2,1956, ,Townhouse or row house,Residential, , 
18451, , ,1650,1,0,3,1997, ,Townhouse or row house,Residential, , 
18452, , ,2079,1,0,3,1974, ,Townhouse or row house,Residential, , 
18453, , ,864,1,0,2,1937, ,Townhouse or row house,Residential, , 
18454, , ,1520,1,0,2.5,1982, ,Townhouse or row house,Residential, , 
18455, , ,1102,1,0,2,1956, ,Townhouse or row house,Residential, , 
18456, , ,1636,1,0,3,1997, ,Townhouse or row house,Residential, , 
18457, , ,2079,1,0,3,1974, ,Townhouse or row house,Residential, , 
18458, , ,864,1,0,2,1937, ,Townhouse or row house,Residential, , 
18459, , ,0,1,0,2,0, ,Townhouse or row house,Residential, , 
18460, , ,2079,1,0,3,1974, ,Townhouse or row house,Residential, , 
18461, , ,1520,1,0,2.5,1982, ,Townhouse or row house,Residential, , 
18462, , ,1102,1,0,2,1956, ,Townhouse or row house,Residential, , 
18463, , ,1652,1,0,3,1997, ,Townhouse or row house,Residential, , 
18464, , ,864,1,0,2,1937, ,Townhouse or row house,Residential, , 
18465, , ,1921,1,0,3,1974, ,Townhouse or row house,Residential, , 
18466, , ,1650,1,0,3,1997, ,Townhouse or row house,Residential, , 
18467, , ,864,1,0,2,1937, ,Townhouse or row house,Residential, , 
18468, , ,1102,1,0,2,1956, ,Townhouse or row house,Residential, , 
