Virginia coal quality database (coal sample analyses) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
analyses reported:  as-received ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data source:  raw data from USGS coal quality database / non-USGS collectors / Virginia scan and subset created 2006-01-18 (Hostettler),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
version:  release copy / data revised 2008-07-09 (Lovett) / format revised 2008-09-09 (Lovett),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
database inventory (all 375 samples accounted for - jal),,U.S. location and geologic setting,,,,"Regional location, coal bed name (in stratigraphic order), geologic formation, and VDMR Id. No. ",,,,,,"USGS Lab. No., location detail, and sample information",,,,,,,,,,,,,,,Proximate Analysis (%),,,,Ultimate Analysis (%),,,,,Heat,,Forms of Sulfur (%),,,,Ash-Fusion Temperature (F),,,,,Major- and Minor-Oxides (%),,,,,,,,,,,,Major- and Minor-Elements (ppm),,,,,,,,,Trace Elements (ppm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS supplemental data,,,
 Sample inventory [jal],Inventory notes (jal),CPROVINC,CREGION,SYSTEM,SER_EPOC,STATE,CFIELD,CBED,CFORMATN,ESTRANK,POINTID [modified to VDMR Id. No.2] ,LABID,USGS Lab No.,POINTID [modified to VDMR Field Id. No.2],LATITUDE1,NS,LONGITUDE1,EW,Quad Map Name,COUNTY,SAMPTHK,COMMENTS [USGS],SAMP_TYPE [VDMR (jal)]2,SAMPTYPE [USGS],SAMP_COND [VDMR (jal)]2,PART_OF_BED [VDMR (jal)]2,MOISTR,VOLMAT,FIXEDC,STDASH,HYDRGN,CARBON,NITRGN,OXYGEN,SULFUR,BTU/LB,ADLOSS,SLFATE,SLFPYR,SLFORG,FRESWL,ASHDEF,ASHSOF,ASHFLD,HGI [VDMR (jal)]2,COMPL_No [VDMR (jal)]2,GSASH,SIO2,AL2O3,CAO,MGO,MNO,NA2O,K2O,FE2O3,TIO2,P2O5,SO3,SI_E,AL_E,CA_E,MG_E,NA_E,K_E,FE_E,TI_E,S_E,AG_E,AS_E,AU_E,B_E,BA_E,BE_E,BI_E,BR_E,CD_E,CE_E,CL_E,CO_E,CR_E,CS_E,CU_E,DY_E,ER_E,EU_E,F_E,GA_E,GD_E,GE_E,HF_E,HG_E,HO_E,IN_E,IR_E,LA_E,LI_E,LU_E,MN_E,MO_E,NB_E,ND_E,NI_E,OS_E,P_E,PB_E,PD_E,PR_E,PT_E,RB_E,RE_E,RH_E,RU_E,SB_E,SC_E,SE_E,SM_E,SN_E,SR_E,TA_E,TB_E,TE_E,TH_E,TL_E,TM_E,U_E,V_E,W_E,Y_E,YB_E,ZN_E,ZR_E,,POINTID [USGS],COLLECTR,SUBDATE,IDMARPLOT       [end]
57 / 59,,EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,CLINTWOOD,WISE,BITUMINOUS,R-8827,W,238942,89B-17,37.168475,N,-82.426789,W,CLINTWOOD (7.5'),DICKENSON,31.20,"ST,MOUNTAIN ENTERPRISES CC",Surface mine,1,fresh / unweathered,Lower Split,3.34,32.76,60.18,3.72,5.5,80.5,1.55,7.69,1.04,"14,409",2.03,0.01,0.36,0.67,8.0,"2,560","2,640","2,750",57,1.39,3.8,43,31,1.4,0.65,0.01,1.2,1.9,15,1.4,0.09,2.6,7700,6200,380,150,330,600,4100,320,390,0.029,7.7,0.18,20,61,1.7,0.59,4.5,0.019,6.5,300,1.9,5.2,0.28,9.5,0.27,0.12,0.16,30,2.7,0.27,1.7,0.24,0.003,0.04,0.059,0.27,3.8,3.6,0.068,3.8,1.6,1.1,6.1,5.3,0.27,15,1.7,0.018,0.61,0.04,16,0.27,0.04,0.012,0.49,1.7,4.1,0.87,0.57,76,0.078,0.12,0,0.86,0.27,0.085,0.35,11,0.59,4.9,0.54,4.9,11,,R8827-89B-17,VADMR-WILKES G P,86/12/02,AAAAAAAAAAAA5660
58 / 59,,EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,CLINTWOOD,WISE,BITUMINOUS,R-8935,W,246909,118A-4,37.391362,N,-82.071196,W,HURLEY (7.5'),BUCHANAN,8.40,"AUGER,BLACKFOOT MINING #1",Auger ,1,fresh / unweathered,Upper Split ,2.28,35.89,54.88,6.95,5.41,76.12,1.63,6.48,3.41,"13,853",1.12,0.42,1.85,1.14,8.0,"2,010","2,040","2,250",73,4.91,7,27,13,1.5,0.93,0.01,0.54,1.8,45,0.59,0.09,3.5,8700,4900,720,390,280,1100,22000,250,990,0.048,54,0.33,2.6,39,3.4,1.1,27,0.068,7,1300,11,7.6,0.57,14,0.49,0.23,0.34,40,6.7,1.1,3.9,0.26,0.07,0.074,0.33,0.49,4.1,3.9,0.19,9.8,3.4,0.91,4.8,15,0.49,28,1.5,0.033,0.56,0.074,13,0.49,0.074,0.049,3.1,3,1.6,1.4,2.7,65,0.089,0.27,0,0.98,0.49,0.16,1.9,11,1.7,8.4,1.5,22,5.1,,R8935-118A-4,VADMR-WILKES G P,89/08/03,AAAAAAAAAAAA5670
59 / 59,,EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,CLINTWOOD,WISE,BITUMINOUS,R-8936,W,246910,118A-5,37.391362,N,-82.071196,W,HURLEY (7.5'),BUCHANAN,10.80,"AUGER,BLACKFOOT MINING #1",Auger ,1,fresh / unweathered,Lower Split,1.82,31.72,61.7,4.76,5.28,81.43,1.38,6.36,0.79,"14,370",1.08,0.07,0.04,0.68,6.0,"2,750","2,800","2,800",56,1.11,4.9,49,32,2,0.63,0.01,0.61,1.3,5.1,1.8,0.12,3.2,11000,8300,710,190,220,540,1800,530,620,0.042,2.7,0.23,3.5,78,2.6,0.75,26,0.059,11,1700,9.7,8,0.33,2.7,0.34,0.16,0.24,100,4.3,0.75,1.1,0.42,0.003,0.3,0.23,0.34,6.2,3.4,0.065,4.1,0.78,1.3,6.4,12,0.34,26,4,0.023,0.59,0.051,11,0.34,0.051,0.034,1.1,2.2,1.1,1.4,2.6,88,0.13,0.18,0,1.4,0.34,0.11,0.45,9.8,1,4.9,0.78,2.9,8.3,,R8936-118A-5,VADMR-WILKES G P,89/08/03,AAAAAAAAAAAA5671
603,60 (average of 18 + 19),EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,CLINTWOOD,WISE,BITUMINOUS,W204618-9,W,AVE 2,W204618-9,37.176624,N,-82.427188,W,CLINTWOOD (7.5'),DICKENSON,23.64,"ST,MOUNTAIN ENTERPRISES CC",[Surface mine],11,[slightly weathered],[Average of 2 Bench Samples],3.64,31.19,55.82,9.33,5.09,74.42,1.44,8.74,0.85,"13,255",2.59,0.01,0.18,0.68,9.0,"2,800","2,800","2,800", [---] , [---] ,9.78,52,34,0.68,0.73,0,0.24,3,2.9,1.1,0.12,0.62,24000,18000,470,430,180,2400,2000,630,240,0.054,1.2,0.69,16,62,3.9,0.69,4.8,0.097,19,210,12,17,1.1,26,2.4,1.5,0.37,65,6.1,1,6.2,0.57,0.015,0.47,0.47,1,9,25,0.17,6.2,1.6,2.8,12,18,1.5,52,13,0.069,4.7,0.32,15,0.69,0.15,0.15,1.3,4.5,4.7,1.8,0.94,59,0.17,0.31,0,3.1,0.32,0.32,2.4,33,0.42,9,0.95,14,22,,W204618-9,VADMR-WILKES G P,79/05/19,AAAAAAAAAAAA5662
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 / 1,,EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,CLINTWOOD RIDER,WISE,BITUMINOUS,R-6829,W,191338,90D-3,37.032170,N,-82.588618,W,POUND (7.5'),WISE,17.04,"ST,GLADY FORK COAL CO",Surface mine,11,slightly weathered,Full Thickness,3.9,34.3,51.3,10.5,5.2,71.8,1.2,8,3.3,"12,980",0,0.02,2.32,0.99,8.5,"2,100","2,270","2,310", --- ,5.08,13.8,37,19,1.3,0.37,0.02,0.65,2,35,1,0.6,2.3,24000,14000,1300,300,660,2300,34000,830,1300,0.091,43,1.9,9.1,80,3,4.3,3,0.17,19,0,5.3,15,0.9,21,6.2,1.9,0.36,100,6.3,1.4,2.1,0.7,0.26,1.4,1.4,2.9,10,15,0.19,30,4.1,1.2,8.9,17,6.2,360,6.3,0.29,14,1.4,19,1.9,0.19,0.62,1.1,4.1,2.7,1.7,1.4,110,0.17,0.35,0,2.3,1.9,0.89,1.5,23,0.52,8.8,1.1,18,13,,R6829-90D-3,VADMR-HENDERSON J A,76/02/20,AAAAAAAAAAAA5674
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 / 2,,EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,ADDINGTON,WISE,BITUMINOUS,R-7341,W,203394,90C-10,37.030556,N,-82.628227,W,FLAT GAP (7.5'),WISE,16.00,"ST,DOUBLE B COAL CO",Surface mine,1,fresh / unweathered,Full Thickness,2.5,33.1,53.8,10.6,5.2,73.3,1.5,5.3,4.2,"13,331",1.6,0.01,2.54,1.62,8.5,"1,970","2,090","2,160", --- ,6.30,9.9,31,18,1,0.38,0.01,0.1,1.4,49,1,0.66,1.7,14000,9200,710,230,75,1100,34000,590,650,0.046,62,0.69,4.3,48,1.9,1,4,0.13,15,260,9.4,11,0.7,23,1.5,0.69,0.3,24,4.6,2.2,3.5,0.45,0.39,0.47,0.47,22,8,13,0.13,12,4.3,1.9,8,17,1.5,290,3.1,0.1,4.7,0.47,15,0.69,0.15,0.22,1.6,2.8,2.3,1.5,0.32,140,0.14,0.17,0,1.8,0.22,0.32,1.3,15,0.4,8.2,0.8,17,19,,R7341-90C-10,VADMR-WILKES G P,78/09/12,AAAAAAAAAAAA5582
2 / 2,,EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,ADDINGTON,WISE,BITUMINOUS,R-7342,W,203393,90C-9,37.030556,N,-82.628227,W,FLAT GAP (7.5'),WISE,13.92,"ST,DOUBLE B COAL CO",Surface mine,1,fresh / unweathered,Full Thickness,2.2,32.8,52.3,12.7,5,71.5,1.4,4.8,4.5,"13,038",1.2,0.01,3.02,1.5,8.0,"2,030","2,150","2,320", --- ,6.90,12.9,36,18,0.59,0.58,0.01,0.11,1.9,42,0.94,0.48,1.1,22000,12000,540,450,100,2000,38000,720,540,0.053,95,0.9,4.8,54,2.5,1.4,4.3,0.17,20,240,12,14,0.95,27,2,0.9,0.39,43,5.4,2.7,6.1,0.6,0.39,0.61,0.61,1.4,11,17,0.17,12,4.3,2.3,10,21,2,270,5,0.14,6.1,0.61,13,0.9,0.2,0.29,2,3.4,2.7,2,0.14,120,0.17,0.33,0,2.2,0.29,0.42,1.9,19,0.55,8.9,1,25,18,,R7342-90C-9,VADMR-WILKES G P,78/09/12,AAAAAAAAAAAA5581
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 / 4,,EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,IMBODEN MARKER,WISE,BITUMINOUS,R-6842,W,192609,90D-6,37.091501,N,-82.619736,W,POUND (7.5'),WISE,27.84,"ST,KE MO MINING CO",Surface mine,11,slightly weathered,Full Thickness,2.6,33.8,57.2,6.4,5.4,76.7,1.5,7.3,2.7,"13,850",0,0.02,1.7,0.97,9.0,"1,940","2,040","2,125", --- ,3.90,7.5,32,14,1.9,0.48,0.03,0.47,1.1,42,1.1,0.78,1.8,11000,5400,1000,220,260,690,22000,490,540,0.039,15,0.53,7.5,62,1.3,1.1,10,0.054,8,0,4.2,7.4,0.2,11,1.7,0.53,0.15,80,3.9,1.4,1.7,0.4,0.18,0.36,0.36,0.79,4.3,9.8,0.067,19,1.5,1.2,3.8,6.5,0.53,260,5.4,0.079,3.6,0.36,13,0.53,0.053,0.17,0.83,1.8,3.4,0.6,0.83,45,0.1,0.18,0,1.2,0.53,0.24,0.79,6.8,0.53,2.3,0.33,14,6.7,,R6842-90D-6,VADMR-HENDERSON J A,76/06/10,AAAAAAAAAAAA5760
2 / 4,,EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,IMBODEN MARKER,WISE,BITUMINOUS,R-6912,W,194855,61A-2,36.930740,N,-82.798394,W,APPALACHIA (7.5'),WISE,39.00,"ST,WESTMORELAND COAL CO",Surface mine,11,slightly weathered,Full Thickness,2.8,35.3,58.8,3.1,5.5,81.2,1.5,8.2,0.6,"14,475",1.2,0.01,0.14,0.42,8.5,"2,445","2,545","2,655", --- ,0.83,2.5,49,24,2.8,0.88,0.06,1.2,0.38,8.3,2,0.05,4.2,5800,3200,500,130,220,79,1500,300,420,0.017,0.6,0.18,5.8,33,1.6,0.39,0.68,0.016,6.3,0,6.6,3.7,0.63,11,0.56,0.18,0.12,14,1.5,0.55,1,0.3,0.1,0.12,0.12,0.26,3.7,2.3,0.05,13,0.38,1,2.8,11,0.18,5.5,1.8,0.026,1.2,0.12,25,0.18,0.018,0.056,0.2,0.88,1.6,0.57,0.12,58,0.073,0.09,0,0.87,0.26,0.08,0.89,4.3,0.1,2.8,0.3,2.3,8.8,,R6912-61A-2,VADMR-HENDERSON J A,77/02/14,AAAAAAAAAAAA5758
3 / 4,,EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,IMBODEN MARKER,WISE,BITUMINOUS,R-8209,W,212489,90A-2,37.145013,N,-82.560347,W,JENKINS EAST (7.5'),WISE,36.24,"ST,JOSEPH POWERS COAL CO",Surface mine,11,slightly weathered,Full Thickness,2.51,36.22,56.19,5.08,5.31,77.69,1.73,8.23,1.96,"13,995",1.01,0.1,1.11,0.75,5.5,"2,020","2,110","2,240", --- ,2.86,5.6,40,21,3,0.43,0.01,0.49,0.85,26,1.5,1.6,1.9,10000,6300,1200,150,200,400,10000,510,420,0.046,7.2,0.39,17,67,0.62,0.39,4.2,0.062,11,530,2.5,6.8,0.2,11,0.86,0.39,0.19,60,2.8,0.59,0.32,0.4,0.073,0.27,0.27,0.59,6,7.3,0.06,6.7,0.27,1.1,4.2,7.8,0.86,400,3,0.039,5.3,0.18,21,0.39,0.086,0.086,0.35,1.8,3.1,0.7,0.059,150,0.12,0.14,0,1.5,0.18,0.18,0.89,10,0.3,3.3,0.4,5.4,11,,R8209-90A-2,VADMR-WILKES G P,80/12/22,AAAAAAAAAAAA5761
4 / 4,,EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,IMBODEN MARKER,WISE,BITUMINOUS,R-8931,W,246903,90D-47,37.090945,N,-82.604749,W,POUND (7.5'),WISE,44.40,"ST,PARAMOUNT COAL CO",Surface mine,11,weathered,Full Thickness,2.09,32.72,58.94,6.25,5.2,78.67,1.55,7.36,0.97,"14,030",1.09,0.11,0.17,0.69,7.0,"2,520","2,620","2,760",60,1.43,6.2,47,28,1,0.61,0.04,0.32,2.2,14,1.7,0.57,2,13000,9200,460,230,150,1100,6000,630,500,0.048,3,0.3,8.7,47,1.5,0.95,12,0.038,11,710,7.2,8.5,0.33,15,0.43,0.2,0.19,30,4.3,0.95,1.1,0.46,0.003,0.065,0.3,0.43,6.8,11,0.083,23,1.1,0.99,5.1,8.7,0.43,150,3.8,0.03,0.51,0.065,11,0.43,0.065,0.043,0.61,2.5,2.5,1.1,1.3,160,0.15,0.11,0,2,0.43,0.14,1.6,9.9,0.6,3.3,0.53,7.4,8.1,,R8931-90D-47,VADMR-WILKES G P,89/08/03,AAAAAAAAAAAA5759
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 / 15,,EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,IMBODEN,WISE,BITUMINOUS,R-7344,W,203386,60B-15,36.932133,N,-82.710831,W,NORTON (7.5'),WISE,30.60,"ST,MOUNTAINEER ENTERPRISES",Surface mine,1,fresh / unweathered,Upper Split ,2.7,36.9,57.4,3,5.7,80.1,1.5,8.7,1,"14,388",0.9,0.01,0.21,0.79,8.0,"2,410","2,520","2,610", --- ,1.39,3,33,32,3.9,1.2,0.02,0.35,1.8,20,1.3,0.1,7,4700,5100,830,230,78,440,4200,240,840,0.023,8.4,0.21,15,63,1.4,0.32,1.1,0.063,11,150,4,6.2,0.1,15,0.46,0.66,0.22,14,2.8,0.99,0.72,0.4,0.1,1.4,0.14,0.32,5.5,7.5,0.09,6.6,1.9,0.6,5.1,9.9,0.46,14,2.6,0.032,1.4,0.14,14,0.21,0.046,0.067,0.5,1.4,3.6,1,0.11,210,0.06,0.15,0,1.4,0.067,0.097,0.77,15,0.3,5.4,0.5,3.9,5.7,,R7344-60B-15,VADMR-WILKES G P,78/09/12,AAAAAAAAAAAA5749
2 / 15,,EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,IMBODEN,WISE,BITUMINOUS,R-7345,W,203385,60B-14,36.932133,N,-82.710831,W,NORTON (7.5'),WISE,36.00,"ST,MOUNTAINEER ENTERPRISES",Surface mine,1,fresh / unweathered,Lower Split,3.3,31.8,48.9,16,4.9,68.2,1.3,8.8,0.8,"12,129",1.5,0.01,0.23,0.61,6.5,"2,910","2,910","2,910", --- ,1.32,9.3,52,29,0.85,1.2,0.01,0.15,3.3,6.8,1.2,0.05,1.5,23000,14000,570,650,100,2500,4400,670,540,0.020,3.8,0.65,18,67,1,0.98,1.4,0.05,16,110,4.5,12,1.3,10,1.4,0.65,0.28,88,3.8,1.4,0.15,0.55,0.034,0.44,0.44,0.98,8,18,0.095,14,1.2,1.9,10,8.7,3,24,3.3,0.098,4.4,0.44,22,0.65,0.14,0.21,0.3,2.5,2.5,1.3,0.21,78,0.16,0.17,0,1.9,0.21,0.3,0.46,20,0.4,7.1,0.6,7.9,18,,R7345-60B-14,VADMR-WILKES G P,78/09/12,AAAAAAAAAAAA5750
3 / 152,3 / 15 (no analyses found),EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,IMBODEN,WISE,BITUMINOUS,R-7515,W,208044,60B-17,36.955556,N,-82.705556,W,NORTON (7.5'),WISE,6.00,"ST, MINE / COMPANY NAME ?",Surface mine,11,slightly weathered,Partial Lower Split,3.9,34.8,55.8,5.5,5.5,77.0,1.5,9.5,1.1,"13,760",2.3,0.02,0.61,0.48,9.0,"2,561","2,651","2,759", --- ,1.60,5.4,44,32,1.0,1.1, --- ,0.43,4.1,13,1.0,0.19L,1.4,11000,9100,390,360,170,1800,4800,340, --- ,0.018,33, --- ,12,38,4.7, --- ,2.7,0.13,11,170,15,9.5,1.2,18,1.2L,0.70,0.28,10,3.6,0.81L,1.2,0.30,0.33, --- , --- , --- ,4.5,5.4,0.22,5.9,1.6,0.48,3.5,11, --- ,44L,4.8, --- ,3.7L, --- ,20, --- , --- , --- ,1.5,3.7,5.6,1.3,0.17,40,0.070,0.24, --- ,1.6,2.8, --- ,1.4,11,1.4,3.8,1.3,3.9,2.6,,,,,
4 / 152,4 / 15 (no analyses found),EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,IMBODEN,WISE,BITUMINOUS,R-7516,W,208045,60B-18,36.955556,N,-82.705556,W,NORTON (7.5'),WISE,26.40,"ST, MINE / COMPANY NAME ?",Surface mine,11,slightly weathered,Partial Lower Split,3.0,33.8,57.3,5.9,5.3,75.5,1.5,11.2,0.6,"13,940",1.5,0.01,0.20,0.40,9.0,"2,750","2,804","2,804G", --- ,0.86,5.3,49,32,1.3,1.5, --- ,0.65,3.9,6.9,1.2,0.19L,2.1,12000,8800,480,480,250,1700,2600,370, --- ,0.014,1.1, --- ,15,58,0.46,,3.2,0.043,11,180,4.4,9.5,0.90,10,1.2L,0.53L,0.20,10,1.7,0.80L,0.08L,0.20,0.10, --- , --- , --- ,5.0,5.2,0.07,12,0.95,0.29,3.6,5.1, --- ,44L,2.5, --- ,3.6L, --- ,40L, --- , --- , --- ,0.40,1.5,2.9,1.0,0.13,79,0.060,0.14, --- ,1.0,0.24L, --- ,0.60,8.0,0.30,1.3,0.40,3.3,2.5,,,,,
5 / 152,5 / 15 (no analyses found),EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,IMBODEN,WISE,BITUMINOUS,R-7517,W,208046,60B-19,36.955556,N,-82.705556,W,NORTON (7.5'),WISE,22.20,"ST, MINE / COMPANY NAME ?",Surface mine,11,slightly weathered,Partial Lower Split,4.2,28.0,47.9,19.9,4.7,64.0,1.2,9.4,0.8,"11,350",2.8,0.01,0.33,0.48,5.5,"2,804","2,804G","2,804G", --- ,1.41,22.6,55,28,0.60,1.5, --- ,0.19,3.1,8.1,1.4,0.044L,1.3,58000,34000,970,2000,320,590,13000,1900, --- ,0.23L,3.7, --- ,25,160,1.4,,3.4,0.057,32,100,3.7,30,3.8,14,5.0L,2.3L,0.47,130,6.8,3.4L,0.34L,1.4,0.23, --- , --- , --- ,16,22,0.18,440,1.2,4.3,12,10, --- ,44L,6.3, --- ,15L, --- ,61, --- , --- , --- ,0.80,5.7,4.8,2.3,0.70,97,0.37,0.28, --- ,4.4,1.0L, --- ,1.2,29,0.60,6.3,1.2,23,38,,,,,
6 / 152,6 / 15 (no analyses found),EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,IMBODEN,WISE,BITUMINOUS,R-7518,W,208047,60B-20,36.955556,N,-82.705556,W,NORTON (7.5'),WISE,34.20,"ST, MINE / COMPANY NAME ?",Surface mine,11,slightly weathered,Partial Middle Split,2.5,35.2,55.0,7.3,5.4,76.9,1.5,8.2,0.7,"13,800",1.1,0.01,0.31,0.40,8.0,"2,804","2,804G","2,804G", --- ,1.01,7.8,47,36,0.84,0.78, --- ,0.58,3.5,4.8,1.6,0.13L,1.0,17000,15000,470,370,340,2300,2600,730,,0.026,4.4, --- ,21,94,0.38,,1.5,0.055,19,200,2.3,15,0.60,20,1.7L,0.78L,0.29,20,3.4,1.2L,0.12L,0.50,0.48, --- , --- , --- ,10,16,0.07,2.9,1.6,0.78,5.2,6.2, --- ,44L,5.9, --- ,5.3L, --- ,20, --- , --- , --- ,0.50,2.8,4.7,1.6,0.38,100,0.15,0.23, --- ,2.8,0.36L, --- ,1.4,16,0.40,2.0,0.60,4.7,5.7,,,,,
